tree	subject	relation	object	class
 ( ROOT  ( S  ( NP  ( PRP We )  )   ( VP  ( VBD moved )   ( NP  ( NP  ( NP  ( NNS box )   ( CC and )   ( NNS bag )  )   ( , , )   ( NP  ( JJ favorite )   ( NNS shirt )   ( CC and )   ( NNS cd )  )   ( , , )   ( NP  ( NN computer )  )   ( , , )   ( NP  ( JJ new )   ( NNS sock )  )   ( , , )   ( NP  ( NNS notebook )  )   ( , , )   ( NP  ( NN tennis )   ( NN racket )  )   ( , , )   ( CC and )   ( NP  ( NN shoebox )  )  )   ( VP  ( VBN stuffed )   ( PP  ( IN with )   ( NP  ( NN emergency )   ( NN chocolate )   ( NNS cupcake )  )  )  )  )   ( , , )   ( PP  ( IN into )   ( NP  ( NP  ( DT a )   ( ADJP  ( RB microscopically )   ( JJ small )  )   ( NN dorm )   ( NN room )  )   ( , , )   ( NP  ( NP  ( NN half )  )   ( PP  ( IN of )   ( NP  ( SBAR  ( WHNP  ( WDT which )  )   ( S  ( VP  ( MD would )   ( VP  ( VB be )   ( VP  ( VBN inhabited )   ( PP  ( IN by )   ( NP  ( NP  ( DT a )   ( ADJP  ( RB completely )   ( JJ unknown )  )   ( NN quantity )  )   ( CC and )   ( NP  ( NP  ( DT the )   ( JJ other )   ( NN half )  )   ( PP  ( IN of )   ( NP  ( SBAR  ( WHNP  ( WDT which )  )   ( S  ( VP  ( VP  ( MD would )   ( VP  ( VB be )   ( VP  ( VBN inhabited )   ( PP  ( IN by )   ( NP  ( NP  ( DT a )   ( NN quantity )  )   ( ADJP  ( RB so )   ( JJ known )  )  )  )  )  )  )   ( CC and )   ( VP  ( ADVP  ( RB so )  )   ( VBD loved )   ( SBAR  ( IN that )   ( S  ( NP  ( PRP I )  )   ( VP  ( MD ca )   ( RB not )   ( ADVP  ( RB even )  )   ( VP  ( VB remember )   ( NP  ( NP  ( DT any )   ( NN time )  )   ( VP  ( VBG passing )   ( PP  ( IN at )   ( NP  ( NP  ( DT all )  )   ( PP  ( IN between )   ( NP  ( PRP$ his )   ( JJ first )   ( JJ tiny )   ( NN breath )  )  )  )  )   ( ADVP  ( NP  ( CD 18 )   ( NNS years )  )   ( RB ago )  )  )  )  )  )  )  )  )  )  )  )   ( CC and )   ( NP  ( NP  ( DT the )   ( CD 1 )  )   ( SBAR  ( S  ( NP  ( PRP he )  )   ( VP  ( VBZ draws )   ( PP  ( IN in )   ( NP  ( NN today )  )  )   ( SBAR  ( IN so )   ( IN that )   ( S  ( NP  ( PRP he )  )   ( VP  ( MD can )   ( VP  ( VB say )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )   ( , , )   ( NP  ( `` `` )   ( NNP bye )   ( , , )   ( NN mom )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( PRP We )  ) 	 ( VBD moved ) 	 ( NP  ( NN computer )  ) 	1
 ( ROOT  ( S  ( NP  ( PRP We )  )   ( VP  ( VBD moved )   ( NP  ( NP  ( NP  ( NNS box )   ( CC and )   ( NNS bag )  )   ( , , )   ( NP  ( JJ favorite )   ( NNS shirt )   ( CC and )   ( NNS cd )  )   ( , , )   ( NP  ( NN computer )  )   ( , , )   ( NP  ( JJ new )   ( NNS sock )  )   ( , , )   ( NP  ( NNS notebook )  )   ( , , )   ( NP  ( NN tennis )   ( NN racket )  )   ( , , )   ( CC and )   ( NP  ( NN shoebox )  )  )   ( VP  ( VBN stuffed )   ( PP  ( IN with )   ( NP  ( NN emergency )   ( NN chocolate )   ( NNS cupcake )  )  )  )  )   ( , , )   ( PP  ( IN into )   ( NP  ( NP  ( DT a )   ( ADJP  ( RB microscopically )   ( JJ small )  )   ( NN dorm )   ( NN room )  )   ( , , )   ( NP  ( NP  ( NN half )  )   ( PP  ( IN of )   ( NP  ( SBAR  ( WHNP  ( WDT which )  )   ( S  ( VP  ( MD would )   ( VP  ( VB be )   ( VP  ( VBN inhabited )   ( PP  ( IN by )   ( NP  ( NP  ( DT a )   ( ADJP  ( RB completely )   ( JJ unknown )  )   ( NN quantity )  )   ( CC and )   ( NP  ( NP  ( DT the )   ( JJ other )   ( NN half )  )   ( PP  ( IN of )   ( NP  ( SBAR  ( WHNP  ( WDT which )  )   ( S  ( VP  ( VP  ( MD would )   ( VP  ( VB be )   ( VP  ( VBN inhabited )   ( PP  ( IN by )   ( NP  ( NP  ( DT a )   ( NN quantity )  )   ( ADJP  ( RB so )   ( JJ known )  )  )  )  )  )  )   ( CC and )   ( VP  ( ADVP  ( RB so )  )   ( VBD loved )   ( SBAR  ( IN that )   ( S  ( NP  ( PRP I )  )   ( VP  ( MD ca )   ( RB not )   ( ADVP  ( RB even )  )   ( VP  ( VB remember )   ( NP  ( NP  ( DT any )   ( NN time )  )   ( VP  ( VBG passing )   ( PP  ( IN at )   ( NP  ( NP  ( DT all )  )   ( PP  ( IN between )   ( NP  ( PRP$ his )   ( JJ first )   ( JJ tiny )   ( NN breath )  )  )  )  )   ( ADVP  ( NP  ( CD 18 )   ( NNS years )  )   ( RB ago )  )  )  )  )  )  )  )  )  )  )  )   ( CC and )   ( NP  ( NP  ( DT the )   ( CD 1 )  )   ( SBAR  ( S  ( NP  ( PRP he )  )   ( VP  ( VBZ draws )   ( PP  ( IN in )   ( NP  ( NN today )  )  )   ( SBAR  ( IN so )   ( IN that )   ( S  ( NP  ( PRP he )  )   ( VP  ( MD can )   ( VP  ( VB say )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )  )   ( , , )   ( NP  ( `` `` )   ( NNP bye )   ( , , )   ( NN mom )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( PRP We )  ) 	 ( VBD moved ) 	 ( NP  ( NN shoebox )  ) 	1
 ( ROOT  ( S  ( NP  ( NP  ( NP  ( NN today )   ( NNS s )  )   ( JJ average )   ( NN yield )  )   ( PP  ( IN on )   ( NP  ( NP  ( DT the )   ( NN sale )  )   ( PP  ( IN of )   ( NP  ( NP  ( $ C$ )   ( CD 2.1 )   ( CD 0 )  )   ( PP  ( IN of )   ( NP  ( JJ six-month )   ( NNS bill )  )  )  )  )  )  )  )   ( VP  ( VBD be )   ( NP  ( CD 3.615 )   ( NN percent )  )   ( , , )   ( ADVP  ( RB up )   ( PP  ( IN from )   ( NP  ( CD 3.561 )   ( NN percent )  )   ( ADVP  ( NP  ( CD 2 )   ( NNS week )  )   ( RB ago )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NP  ( NN today )   ( NNS s )  )   ( JJ average )   ( NN yield )  ) 	 ( VBD be ) 	 ( NP  ( CD 3.615 )   ( NN percent )  ) 	1
 ( ROOT  ( S  ( NP  ( NNP mary )   ( NNP McCarty )  )   ( VP  ( VBZ writes )   ( PP  ( IN for )   ( NP  ( DT the )   ( NNP dayton )   ( NNP daily )   ( NNP news )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP mary )   ( NNP McCarty )  ) 	 ( VBZ writes ) 	 ( PP  ( IN for )   ( NP  ( DT the )   ( NNP dayton )   ( NNP daily )   ( NNP news )  )  ) 	1
 ( ROOT  ( S  ( NP  ( NP  ( NN company )  )   ( PP  ( IN after )   ( NP  ( NN company )  )  )  )   ( VP  ( VBD followed )   ( NP  ( NN suit )  )   ( SBAR  ( IN as )   ( S  ( NP  ( NP  ( VBN heightened )   ( NN security )  )   ( PP  ( IN at )   ( NP  ( JJ major )   ( NNS airport )  )  )  )   ( VP  ( VBD posed )   ( NP  ( JJ new )   ( NNS obstacle )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NP  ( NN company )  )   ( PP  ( IN after )   ( NP  ( NN company )  )  )  ) 	 ( VBD followed ) 	 ( NP  ( NN suit )  ) 	1
 ( ROOT  ( S  ( NP  ( NP  ( NN company )  )   ( PP  ( IN after )   ( NP  ( NN company )  )  )  )   ( VP  ( VBD followed )   ( NP  ( NN suit )  )   ( SBAR  ( IN as )   ( S  ( NP  ( NP  ( VBN heightened )   ( NN security )  )   ( PP  ( IN at )   ( NP  ( JJ major )   ( NNS airport )  )  )  )   ( VP  ( VBD posed )   ( NP  ( JJ new )   ( NNS obstacle )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NN company )  ) 	 ( VBD followed ) 	 ( NP  ( NN suit )  ) 	1
 ( ROOT  ( S  ( NP  ( NP  ( NN company )  )   ( PP  ( IN after )   ( NP  ( NN company )  )  )  )   ( VP  ( VBD followed )   ( NP  ( NN suit )  )   ( SBAR  ( IN as )   ( S  ( NP  ( NP  ( VBN heightened )   ( NN security )  )   ( PP  ( IN at )   ( NP  ( JJ major )   ( NNS airport )  )  )  )   ( VP  ( VBD posed )   ( NP  ( JJ new )   ( NNS obstacle )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NN company )  ) 	 ( VBD followed ) 	 ( NP  ( NN suit )  ) 	1
 ( ROOT  ( S  ( NP  ( CC Or )  )   ( VP  ( VBN balanced )   ( PP  ( IN on )   ( NP  ( NP  ( DT the )   ( NN tip )  )   ( PP  ( IN of )   ( NP  ( DT the )   ( NN tongue )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( CC Or )  ) 	 ( VBN balanced ) 	 ( PP  ( IN on )   ( NP  ( NP  ( DT the )   ( NN tip )  )   ( PP  ( IN of )   ( NP  ( DT the )   ( NN tongue )  )  )  )  ) 	1
 ( ROOT  ( S  ( NP  ( PRP I )  )   ( VP  ( VBD asked )   ( NP  ( DT the )   ( JJ Armenian )   ( JJ native )  )   ( SBAR  ( IN if )   ( S  ( NP  ( NP  ( DT the )   ( NN neighborhood )   ( NNS kid )  )   ( CC or )   ( NP  ( NP  ( NN anybody )   ( RB else )  )   ( VP  ( ADVP  ( RB ever )  )   ( VBN poked )   ( NP  ( NN fun )  )   ( PP  ( IN at )   ( NP  ( NP  ( DT the )   ( NN sign )  )   ( , , )   ( SBAR  ( WHNP  ( WDT which )  )   ( S  ( VP  ( VBZ be )   ( ADVP  ( RB basically )  )   ( NP  ( DT a )   ( NNP bart )   ( NNP simpson )   ( NN dream )  )  )  )  )  )  )  )  )  )   ( VP  ( VB come )   ( ADJP  ( JJ true )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( PRP I )  ) 	 ( VBD asked ) 	 ( NP  ( DT the )   ( JJ Armenian )   ( JJ native )  ) 	1
 ( ROOT  ( S  ( NP  ( NP  ( DT The )   ( JJ average )   ( NN yield )  )   ( PP  ( IN on )   ( NP  ( NP  ( DT the )   ( NN sale )  )   ( PP  ( IN of )   ( NP  ( NP  ( QP  ( $ C$ )   ( CD 1.9 )   ( CD 0 )  )  )   ( PP  ( IN of )   ( NP  ( JJ one-year )   ( NNS bill )  )  )  )  )  )  )  )   ( VP  ( VBD be )   ( NP  ( CD 4.167 )   ( NN percent )  )   ( , , )   ( ADVP  ( RB up )   ( PP  ( IN from )   ( NP  ( CD 4.165 )   ( NN percent )  )   ( ADVP  ( NP  ( CD 2 )   ( NNS week )  )   ( RB ago )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( DT The )   ( JJ average )   ( NN yield )  ) 	 ( VBD be ) 	 ( NP  ( CD 4.167 )   ( NN percent )  ) 	1
 ( ROOT  ( S  ( NP  ( NNP Musharraf )  )   ( VP  ( VBD defended )   ( SBAR  ( S  ( S  ( NP  ( PRP$ his )   ( NN government )  )   ( VP  ( VBZ s )   ( NP  ( NN decision )   ( S  ( VP  ( TO to )   ( VP  ( VB ban )   ( NP  ( NNP Bhutto )  )  )  )  )  )  )  )   ( CC and )   ( ADVP  ( RB now )  )   ( S  ( VP  ( VP  ( VBG living )   ( PP  ( IN in )   ( NP  ( NP  ( NN exile )  )   ( PP  ( IN in )   ( NP  ( NNP london )  )  )  )  )  )   ( CC and )   ( VP  ( VBN charged )   ( PP  ( PP  ( IN with )   ( NP  ( NN corruption )  )  )   ( CC and )   ( PP  ( IN from )   ( S  ( VP  ( VBG taking )   ( NP  ( NN part )  )   ( PP  ( IN in )   ( NP  ( JJ parliamentary )   ( NNS election )  )  )  )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP Musharraf )  ) 	 ( VBN charged ) 	 ( PP  ( IN with )   ( NP  ( NN corruption )  )  ) 	1
 ( ROOT  ( S  ( NP  ( NNP McDaniel )  )   ( VP  ( VBD postponed )   ( SBAR  ( S  ( NP  ( NP  ( NN ruling )  )   ( PP  ( IN on )   ( NP  ( NNP Reilly )  )  )  )   ( VP  ( VBZ s )   ( UCP  ( NP  ( NN motion )  )   ( CC and )   ( PP  ( ADVP  ( RB also )  )   ( IN on )   ( NP  ( DT a )   ( NN defense )   ( NN motion )   ( S  ( VP  ( TO to )   ( VP  ( VB move )   ( NP  ( DT the )   ( NN trial )  )   ( ADVP  ( IN out )   ( PP  ( IN of )   ( NP  ( NNP Middlesex )   ( NNP county )  )  )  )   ( SBAR  ( IN because )   ( S  ( PP  ( IN of )   ( NP  ( DT the )   ( NN publicity )  )  )   ( NP  ( DT the )   ( NN case )  )   ( VP  ( VBZ has )   ( VP  ( VBN received )  )  )  )  )  )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP McDaniel )  ) 	 ( VBD postponed ) 	 ( NP  ( NN ruling )  ) 	1
 ( ROOT  ( S  ( NP  ( DT That )  )   ( VP  ( VBZ s )   ( NP  ( NP  ( RB enough )  )   ( PP  ( IN of )   ( NP  ( DT a )   ( NN difference )   ( S  ( VP  ( TO to )   ( VP  ( VB entice )   ( NP  ( NN pension )   ( NNS funds )  )   ( PP  ( IN into )   ( NP  ( NN junk )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( DT That )  ) 	 ( VBZ s ) 	 ( NP  ( NP  ( RB enough )  )   ( PP  ( IN of )   ( NP  ( DT a )   ( NN difference )   ( S  ( VP  ( TO to )   ( VP  ( VB entice )   ( NP  ( NN pension )   ( NNS funds )  )   ( PP  ( IN into )   ( NP  ( NN junk )  )  )  )  )  )  )  )  ) 	1
 ( ROOT  ( S  ( NP  ( DT That )  )   ( VP  ( VBZ s )   ( NP  ( NP  ( RB enough )  )   ( PP  ( IN of )   ( NP  ( DT a )   ( NN difference )   ( S  ( VP  ( TO to )   ( VP  ( VB entice )   ( NP  ( NN pension )   ( NNS funds )  )   ( PP  ( IN into )   ( NP  ( NN junk )  )  )  )  )  )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( DT That )  ) 	 ( VBZ s ) 	 ( NP  ( RB enough )  ) 	1
 ( ROOT  ( S  ( NP  ( NNP henry )  )   ( VP  ( VBD be )   ( NP  ( NP  ( NP  ( NNP governor )   ( NNP edwin )   ( NNP washington )   ( NNP edwards )   ( POS s )  )   ( NN choice )  )   ( PP  ( IN for )   ( NP  ( NNP speaker )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP henry )  ) 	 ( VBD be ) 	 ( NP  ( NP  ( NP  ( NNP governor )   ( NNP edwin )   ( NNP washington )   ( NNP edwards )   ( POS s )  )   ( NN choice )  )   ( PP  ( IN for )   ( NP  ( NNP speaker )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP henry )  )   ( VP  ( VBD be )   ( NP  ( NP  ( NP  ( NNP governor )   ( NNP edwin )   ( NNP washington )   ( NNP edwards )   ( POS s )  )   ( NN choice )  )   ( PP  ( IN for )   ( NP  ( NNP speaker )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP henry )  ) 	 ( VBD be ) 	 ( NP  ( NNP governor )   ( NNP edwin )   ( NNP washington )   ( NNP edwards )   ( POS s )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP henry )  )   ( VP  ( VBD be )   ( NP  ( NP  ( NP  ( NNP governor )   ( NNP edwin )   ( NNP washington )   ( NNP edwards )   ( POS s )  )   ( NN choice )  )   ( PP  ( IN for )   ( NP  ( NNP speaker )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP henry )  ) 	 ( VBD be ) 	 ( NP  ( NNP speaker )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP henry )  )   ( VP  ( VBD be )   ( NP  ( NP  ( NP  ( NNP governor )   ( NNP edwin )   ( NNP washington )   ( NNP edwards )   ( POS s )  )   ( NN choice )  )   ( PP  ( IN for )   ( NP  ( NNP speaker )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP henry )  ) 	 ( VBD be ) 	 ( NP  ( NP  ( NNP governor )   ( NNP edwin )   ( NNP washington )   ( NNP edwards )   ( POS s )  )   ( NN choice )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP henry )  )   ( VP  ( VBD be )   ( NP  ( NP  ( NP  ( NNP governor )   ( NNP edwin )   ( NNP washington )   ( NNP edwards )   ( POS s )  )   ( NN choice )  )   ( PP  ( IN for )   ( NP  ( NNP speaker )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP henry )  ) 	 ( VBD be ) 	 ( PP  ( IN for )   ( NP  ( NNP speaker )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  )   ( VP  ( VBD be )   ( VP  ( VBN shot )   ( PP  ( NP  ( CD 5 )   ( NNS times )  )   ( IN with )   ( NP  ( NP  ( DT a )   ( NN pistol )  )   ( PP  ( IN near )   ( NP  ( PRP$ her )   ( NNP Jaffna )   ( NN home )  )  )  )  )   ( PP  ( IN on )   ( NP  ( NNP may )   ( CD 17 )   ( , , )   ( CD 1998 )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  ) 	 ( VBD be ) 	 ( PP  ( IN on )   ( NP  ( NNP may )   ( CD 17 )   ( , , )   ( CD 1998 )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  )   ( VP  ( VBD be )   ( VP  ( VBN shot )   ( PP  ( NP  ( CD 5 )   ( NNS times )  )   ( IN with )   ( NP  ( NP  ( DT a )   ( NN pistol )  )   ( PP  ( IN near )   ( NP  ( PRP$ her )   ( NNP Jaffna )   ( NN home )  )  )  )  )   ( PP  ( IN on )   ( NP  ( NNP may )   ( CD 17 )   ( , , )   ( CD 1998 )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  ) 	 ( VBD be ) 	 ( NP  ( NP  ( DT a )   ( NN pistol )  )   ( PP  ( IN near )   ( NP  ( PRP$ her )   ( NNP Jaffna )   ( NN home )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  )   ( VP  ( VBD be )   ( VP  ( VBN shot )   ( PP  ( NP  ( CD 5 )   ( NNS times )  )   ( IN with )   ( NP  ( NP  ( DT a )   ( NN pistol )  )   ( PP  ( IN near )   ( NP  ( PRP$ her )   ( NNP Jaffna )   ( NN home )  )  )  )  )   ( PP  ( IN on )   ( NP  ( NNP may )   ( CD 17 )   ( , , )   ( CD 1998 )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  ) 	 ( VBD be ) 	 ( PP  ( IN near )   ( NP  ( PRP$ her )   ( NNP Jaffna )   ( NN home )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  )   ( VP  ( VBD be )   ( VP  ( VBN shot )   ( PP  ( NP  ( CD 5 )   ( NNS times )  )   ( IN with )   ( NP  ( NP  ( DT a )   ( NN pistol )  )   ( PP  ( IN near )   ( NP  ( PRP$ her )   ( NNP Jaffna )   ( NN home )  )  )  )  )   ( PP  ( IN on )   ( NP  ( NNP may )   ( CD 17 )   ( , , )   ( CD 1998 )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  ) 	 ( VBD be ) 	 ( NP  ( DT a )   ( NN pistol )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  )   ( VP  ( VBD be )   ( VP  ( VBN shot )   ( PP  ( NP  ( CD 5 )   ( NNS times )  )   ( IN with )   ( NP  ( NP  ( DT a )   ( NN pistol )  )   ( PP  ( IN near )   ( NP  ( PRP$ her )   ( NNP Jaffna )   ( NN home )  )  )  )  )   ( PP  ( IN on )   ( NP  ( NNP may )   ( CD 17 )   ( , , )   ( CD 1998 )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  ) 	 ( VBN shot ) 	 ( NP  ( NNP may )   ( CD 17 )   ( , , )   ( CD 1998 )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  )   ( VP  ( VBD be )   ( VP  ( VBN shot )   ( PP  ( NP  ( CD 5 )   ( NNS times )  )   ( IN with )   ( NP  ( NP  ( DT a )   ( NN pistol )  )   ( PP  ( IN near )   ( NP  ( PRP$ her )   ( NNP Jaffna )   ( NN home )  )  )  )  )   ( PP  ( IN on )   ( NP  ( NNP may )   ( CD 17 )   ( , , )   ( CD 1998 )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  ) 	 ( VBN shot ) 	 ( PP  ( NP  ( CD 5 )   ( NNS times )  )   ( IN with )   ( NP  ( NP  ( DT a )   ( NN pistol )  )   ( PP  ( IN near )   ( NP  ( PRP$ her )   ( NNP Jaffna )   ( NN home )  )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  )   ( VP  ( VBD be )   ( VP  ( VBN shot )   ( PP  ( NP  ( CD 5 )   ( NNS times )  )   ( IN with )   ( NP  ( NP  ( DT a )   ( NN pistol )  )   ( PP  ( IN near )   ( NP  ( PRP$ her )   ( NNP Jaffna )   ( NN home )  )  )  )  )   ( PP  ( IN on )   ( NP  ( NNP may )   ( CD 17 )   ( , , )   ( CD 1998 )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  ) 	 ( VBN shot ) 	 ( NP  ( DT a )   ( NN pistol )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  )   ( VP  ( VBD be )   ( VP  ( VBN shot )   ( PP  ( NP  ( CD 5 )   ( NNS times )  )   ( IN with )   ( NP  ( NP  ( DT a )   ( NN pistol )  )   ( PP  ( IN near )   ( NP  ( PRP$ her )   ( NNP Jaffna )   ( NN home )  )  )  )  )   ( PP  ( IN on )   ( NP  ( NNP may )   ( CD 17 )   ( , , )   ( CD 1998 )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  ) 	 ( VBD be ) 	 ( NP  ( NNP may )   ( CD 17 )   ( , , )   ( CD 1998 )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  )   ( VP  ( VBD be )   ( VP  ( VBN shot )   ( PP  ( NP  ( CD 5 )   ( NNS times )  )   ( IN with )   ( NP  ( NP  ( DT a )   ( NN pistol )  )   ( PP  ( IN near )   ( NP  ( PRP$ her )   ( NNP Jaffna )   ( NN home )  )  )  )  )   ( PP  ( IN on )   ( NP  ( NNP may )   ( CD 17 )   ( , , )   ( CD 1998 )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  ) 	 ( VBN shot ) 	 ( NP  ( NP  ( DT a )   ( NN pistol )  )   ( PP  ( IN near )   ( NP  ( PRP$ her )   ( NNP Jaffna )   ( NN home )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  )   ( VP  ( VBD be )   ( VP  ( VBN shot )   ( PP  ( NP  ( CD 5 )   ( NNS times )  )   ( IN with )   ( NP  ( NP  ( DT a )   ( NN pistol )  )   ( PP  ( IN near )   ( NP  ( PRP$ her )   ( NNP Jaffna )   ( NN home )  )  )  )  )   ( PP  ( IN on )   ( NP  ( NNP may )   ( CD 17 )   ( , , )   ( CD 1998 )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  ) 	 ( VBD be ) 	 ( PP  ( NP  ( CD 5 )   ( NNS times )  )   ( IN with )   ( NP  ( NP  ( DT a )   ( NN pistol )  )   ( PP  ( IN near )   ( NP  ( PRP$ her )   ( NNP Jaffna )   ( NN home )  )  )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  )   ( VP  ( VBD be )   ( VP  ( VBN shot )   ( PP  ( NP  ( CD 5 )   ( NNS times )  )   ( IN with )   ( NP  ( NP  ( DT a )   ( NN pistol )  )   ( PP  ( IN near )   ( NP  ( PRP$ her )   ( NNP Jaffna )   ( NN home )  )  )  )  )   ( PP  ( IN on )   ( NP  ( NNP may )   ( CD 17 )   ( , , )   ( CD 1998 )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  ) 	 ( VBN shot ) 	 ( NP  ( PRP$ her )   ( NNP Jaffna )   ( NN home )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  )   ( VP  ( VBD be )   ( VP  ( VBN shot )   ( PP  ( NP  ( CD 5 )   ( NNS times )  )   ( IN with )   ( NP  ( NP  ( DT a )   ( NN pistol )  )   ( PP  ( IN near )   ( NP  ( PRP$ her )   ( NNP Jaffna )   ( NN home )  )  )  )  )   ( PP  ( IN on )   ( NP  ( NNP may )   ( CD 17 )   ( , , )   ( CD 1998 )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  ) 	 ( VBD be ) 	 ( NP  ( PRP$ her )   ( NNP Jaffna )   ( NN home )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  )   ( VP  ( VBD be )   ( VP  ( VBN shot )   ( PP  ( NP  ( CD 5 )   ( NNS times )  )   ( IN with )   ( NP  ( NP  ( DT a )   ( NN pistol )  )   ( PP  ( IN near )   ( NP  ( PRP$ her )   ( NNP Jaffna )   ( NN home )  )  )  )  )   ( PP  ( IN on )   ( NP  ( NNP may )   ( CD 17 )   ( , , )   ( CD 1998 )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  ) 	 ( VBN shot ) 	 ( PP  ( IN on )   ( NP  ( NNP may )   ( CD 17 )   ( , , )   ( CD 1998 )  )  ) 	0
 ( ROOT  ( S  ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  )   ( VP  ( VBD be )   ( VP  ( VBN shot )   ( PP  ( NP  ( CD 5 )   ( NNS times )  )   ( IN with )   ( NP  ( NP  ( DT a )   ( NN pistol )  )   ( PP  ( IN near )   ( NP  ( PRP$ her )   ( NNP Jaffna )   ( NN home )  )  )  )  )   ( PP  ( IN on )   ( NP  ( NNP may )   ( CD 17 )   ( , , )   ( CD 1998 )  )  )  )  )   ( . . )  )  ) 	 ( NP  ( NNP mrs. )   ( NNP Yogeswaran )  ) 	 ( VBD be ) 	 ( NP  ( CD 5 )   ( NNS times )  ) 	0
