@relation rillof.triples.sentences.txt-weka.filters.unsupervised.attribute.NumericToBinary-R5

@attribute tree string
@attribute subject string
@attribute relation string
@attribute object string
@attribute class_binarized {0,1}

@data
' ( ROOT ( S ( NP ( NP ( DT Those ) ( JJ close ) ) ( PP ( TO to ) ( NP ( DT the ) ( NN company ) ) ) ) ( VP ( VBP say ) ( SBAR ( S ( S ( NP ( NNP Tigrett ) ) ( VP ( VBD lost ) ( NP ( NN support ) ) ( PP ( IN on ) ( NP ( DT the ) ( NN board ) ) ) ( NP ( JJ last ) ( NN year ) ) ( SBAR ( WHADVP ( WRB when ) ) ( S ( NP ( DT the ) ( NN company ) ) ( VP ( VBD took ) ( NP ( DT a ) ( JJ big ) ( NN hit ) ) ( PP ( IN in ) ( NP ( NP ( DT the ) ( NN wake ) ) ( PP ( IN of ) ( NP ( NP ( DT a ) ( ADJP ( QP ( $ $ ) ( CD 15 ) ( CD 0 ) ) ) ( NN extravaganza ) ) ( PP ( IN at ) ( NP ( JJ last ) ( NN year ) ) ) ) ) ) ) ) ) ) ) ) ( VP ( VBZ s ) ( NP ( NNP summer ) ( NNPS olympics ) ) ) ) ) ) ( . . ) ) ) ',' ( NP ( DT the ) ( NN company ) ) ',' ( VBD took ) ',' ( NP ( DT a ) ( JJ big ) ( NN hit ) ) ',1
' ( ROOT ( S ( NP ( NP ( JJ third ) ( NN degree ) ) ( SBAR ( S ( VP ( VBZ be ) ( NP ( NP ( NN interrogation ) ) ( VP ( ADVP ( RB often ) ) ( VBN accompanied ) ( PP ( IN by ) ) ) ) ) ) ) ) ( VP ( VBP torture ) ( S ( VP ( TO to ) ( VP ( VB extort ) ( NP ( NP ( NN information ) ) ( CC or ) ( NP ( DT a ) ( NN confession ) ) ) ) ) ) ) ) ) ',' ( NP ( NN interrogation ) ) ',' ( VB Accompanied ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NP ( NN association ) ) ( PP ( IN of ) ( NP ( NN southeast ) ( JJ asian ) ( NNS nation ) ) ) ) ( VP ( VBZ be ) ( NP ( NP ( DT an ) ( NN association ) ) ( PP ( IN of ) ( NP ( NP ( NNS nation ) ) ( VP ( VBN dedicated ) ( PP ( TO to ) ( NP ( NP ( NP ( JJ economic ) ( CC and ) ( JJ political ) ( NN cooperation ) ) ( PP ( IN in ) ( NP ( JJ southeastern ) ( NNP asia ) ) ) ) ( CC and ) ( SBAR ( WHNP ( WP who ) ) ( S ( VP ( VBD joined ) ( PP ( IN with ) ( NP ( DT the ) ( NNP United ) ( NNPS state ) ) ) ( S ( VP ( TO to ) ( VP ( VB fight ) ( PP ( IN against ) ( NP ( JJ global ) ( NN terrorism ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS nation ) ) ',' ( VB Dedicated ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NP ( NN association ) ) ( PP ( IN of ) ( NP ( NN southeast ) ( JJ asian ) ( NNS nation ) ) ) ) ( VP ( VBZ be ) ( NP ( NP ( DT an ) ( NN association ) ) ( PP ( IN of ) ( NP ( NP ( NNS nation ) ) ( VP ( VBN dedicated ) ( PP ( TO to ) ( NP ( NP ( NP ( JJ economic ) ( CC and ) ( JJ political ) ( NN cooperation ) ) ( PP ( IN in ) ( NP ( JJ southeastern ) ( NNP asia ) ) ) ) ( CC and ) ( SBAR ( WHNP ( WP who ) ) ( S ( VP ( VBD joined ) ( PP ( IN with ) ( NP ( DT the ) ( NNP United ) ( NNPS state ) ) ) ( S ( VP ( TO to ) ( VP ( VB fight ) ( PP ( IN against ) ( NP ( JJ global ) ( NN terrorism ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NNS nation ) ) ',' ( VB Fight ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NP ( NN bureau ) ) ( PP ( IN of ) ( NP ( DT the ) ( NN census ) ) ) ) ( VP ( VBZ be ) ( NP ( NP ( DT the ) ( NN bureau ) ) ( PP ( IN of ) ( NP ( NP ( DT the ) ( NNP commerce ) ( NNP department ) ) ( ADJP ( JJ responsible ) ( PP ( IN for ) ( S ( VP ( VBG taking ) ( NP ( DT the ) ( NN census ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT the ) ( NN census ) ) ',' ( VB Taking ) ',' ( PP ( IN by ) ( NP ( NN thing ) ) ) ',1
' ( ROOT ( S ( NP ( NP ( NN bureau ) ) ( PP ( IN of ) ( NP ( NN justice ) ( NN assistance ) ) ) ) ( VP ( VBZ be ) ( NP ( NP ( DT the ) ( NN bureau ) ) ( PP ( IN in ) ( NP ( NP ( DT the ) ( NNP department ) ) ( PP ( IN of ) ( NP ( NNP justice ) ) ) ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBZ assists ) ( S ( NP ( JJ local ) ( JJ criminal ) ( NN justice ) ( NNS system ) ) ( VP ( TO to ) ( VP ( VB reduce ) ( CC or ) ( VB prevent ) ( NP ( NP ( NN crime ) ( CC and ) ( NN violence ) ) ( CC and ) ( NP ( NN drug ) ( NN abuse ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( NN crime ) ( CC and ) ( NN violence ) ) ( CC and ) ( NP ( NN drug ) ( NN abuse ) ) ) ',' ( VB Reduce ) ',' ( PP ( IN by ) ( NP ( NN thing ) ) ) ',1
' ( ROOT ( S ( NP ( NP ( NN city ) ) ( PP ( IN of ) ( NP ( NNS bridges ) ) ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN city ) ) ( PP ( IN in ) ( NP ( JJ northwestern ) ( NN belgium ) ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBZ be ) ( VP ( VBN connected ) ( PP ( IN by ) ( NP ( NN canal ) ) ) ( PP ( TO to ) ( NP ( DT the ) ( NNP north ) ( NNP sea ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NN canal ) ) ',' ( VB Connected ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NP ( NN commission ) ) ( PP ( IN on ) ( NP ( JJ human ) ( NNS right ) ) ) ) ( VP ( VBZ be ) ( NP ( NP ( DT the ) ( NN commission ) ) ( PP ( IN of ) ( NP ( DT the ) ( NNP Economic ) ( CC and ) ( NNP social ) ( NNP council ) ) ) ( PP ( IN of ) ( NP ( NP ( DT the ) ( NNP United ) ( NNPS nation ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBZ be ) ( VP ( VBN concerned ) ( PP ( IN with ) ( NP ( JJ human ) ( NNS right ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( JJ human ) ( NNS right ) ) ',' ( VB Concerned ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NP ( NN commission ) ) ( PP ( IN on ) ( NP ( NP ( DT the ) ( NN status ) ) ( PP ( IN of ) ( NP ( NNS woman ) ) ) ) ) ) ( VP ( VBZ be ) ( NP ( NP ( DT the ) ( NN commission ) ) ( PP ( IN of ) ( NP ( DT the ) ( NNP Economic ) ( CC and ) ( NNP social ) ( NNP council ) ) ) ( PP ( IN of ) ( NP ( NP ( DT the ) ( NNP United ) ( NNPS nation ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBZ be ) ( VP ( VBN concerned ) ( PP ( IN with ) ( NP ( NP ( DT the ) ( NN status ) ) ( PP ( IN of ) ( NP ( NP ( NNS woman ) ) ( PP ( IN in ) ( NP ( JJ different ) ( NNS society ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT the ) ( NN status ) ) ( PP ( IN of ) ( NP ( NP ( NNS woman ) ) ( PP ( IN in ) ( NP ( JJ different ) ( NNS society ) ) ) ) ) ) ',' ( VB Concerned ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NP ( NN confession ) ) ( PP ( IN of ) ( NP ( NN judgment ) ) ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN judgment ) ) ( VP ( VBN entered ) ( PP ( IN after ) ( NP ( NP ( DT a ) ( VBN written ) ( NN confession ) ) ( PP ( IN by ) ( NP ( NP ( DT the ) ( NN debtor ) ) ( PP ( IN without ) ( NP ( NP ( DT the ) ( NN expense ) ) ( PP ( IN of ) ( NP ( JJ ordinary ) ( JJ legal ) ( NNS proceedings ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( NN judgment ) ) ',' ( VB Entered ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NP ( NN country ) ) ( PP ( IN of ) ( NP ( NN origin ) ) ) ) ( VP ( VBZ be ) ( NP ( NP ( DT the ) ( NN country ) ) ( SBAR ( WHADVP ( WRB where ) ) ( S ( NP ( PRP you ) ) ( VP ( VBD be ) ( VP ( VBN born ) ) ) ) ) ) ) ) ) ',' ( NP ( PRP you ) ) ',' ( VB Born ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NP ( NN cut ) ) ( PP ( IN of ) ( NP ( NN mutton ) ) ) ) ( VP ( VBZ be ) ( VP ( VBN cut ) ( PP ( IN of ) ( NP ( NN meat ) ) ) ( PP ( IN from ) ( NP ( DT a ) ( JJ mature ) ( NN sheep ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( JJ mature ) ( NN sheep ) ) ',' ( VB Cut ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NP ( NN cut ) ) ( PP ( IN of ) ( NP ( NN veal ) ) ) ) ( VP ( VBZ be ) ( VP ( VBN cut ) ( PP ( IN of ) ( NP ( NN meat ) ) ) ( PP ( IN from ) ( NP ( DT a ) ( NN calf ) ) ) ) ) ) ) ',' ( NP ( NN meat ) ) ',' ( VB Cut ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NP ( NN flag ) ) ( PP ( IN of ) ( NP ( NN truce ) ) ) ) ( VP ( VBZ be ) ( NP ( NP ( NN flag ) ) ( VP ( VBG consisting ) ( PP ( IN of ) ( NP ( NP ( DT a ) ( NN piece ) ) ( PP ( IN of ) ( NP ( JJ white ) ( NN cloth ) ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBZ be ) ( VP ( VBN hoisted ) ( S ( VP ( VP ( TO to ) ( VP ( VB signal ) ( NP ( NN surrender ) ) ) ) ( CC or ) ( VP ( TO to ) ( VP ( VB ask ) ( PP ( IN for ) ( NP ( DT a ) ( NN truce ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( NN truce ) ) ',' ( VB Ask ) ',' ( PP ( IN for ) ( NP ( NN thing ) ) ) ',1
' ( ROOT ( S ( NP ( NP ( NN heat ) ) ( PP ( IN of ) ( NP ( NN formation ) ) ) ) ( VP ( VBZ be ) ( NP ( NP ( DT the ) ( NN heat ) ) ( SBAR ( S ( VP ( VP ( VBD evolved ) ) ( CC or ) ( VP ( VBN absorbed ) ( PP ( IN during ) ( NP ( NP ( DT the ) ( NN formation ) ) ( PP ( IN of ) ( NP ( NP ( CD 1 ) ( NN mole ) ) ( PP ( IN of ) ( NP ( DT a ) ( NN substance ) ) ) ) ) ) ) ( PP ( IN from ) ( NP ( NN component ) ( NNS elements ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NN component ) ( NNS elements ) ) ',' ( VB Absorbed ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NP ( NN law ) ) ( PP ( IN of ) ( NP ( JJ partial ) ( NNS pressure ) ) ) ) ( VP ( VBZ be ) ( NP ( NP ( NN law ) ) ( VP ( VBG stating ) ( SBAR ( IN that ) ( S ( NP ( NP ( DT the ) ( NN pressure ) ) ( VP ( VBN exerted ) ( PP ( IN by ) ( NP ( NP ( DT a ) ( NN mixture ) ) ( PP ( IN of ) ( NP ( NNS gas ) ) ) ) ) ) ) ( VP ( VBZ equals ) ( NP ( NP ( DT the ) ( NN sum ) ) ( PP ( IN of ) ( NP ( NP ( DT the ) ( JJ partial ) ( NNS pressure ) ) ( PP ( IN of ) ( NP ( NP ( DT the ) ( NNS gas ) ) ( PP ( IN in ) ( NP ( DT the ) ( NN mixture ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT the ) ( NN pressure ) ) ',' ( VB Exerted ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NP ( NN princess ) ( NN grace ) ) ( PP ( IN of ) ( NP ( NN monaco ) ) ) ) ( VP ( VBZ be ) ( NP ( NP ( NNP United ) ( NNPS state ) ( NN film ) ( NN actress ) ) ( SBAR ( WHNP ( WP who ) ) ( S ( VP ( VBD retired ) ( SBAR ( WHADVP ( WRB when ) ) ( S ( VP ( VBN married ) ( PP ( IN into ) ( NP ( NP ( DT the ) ( NN royal ) ( NN family ) ) ( PP ( IN of ) ( NP ( NNP monaco ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT the ) ( NN royal ) ( NN family ) ) ( PP ( IN of ) ( NP ( NNP monaco ) ) ) ) ',' ( VB Married ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NP ( NN problem ) ) ( VP ( VBG solving ) ) ) ( VP ( VBZ be ) ( NP ( NP ( DT the ) ( NN area ) ) ( PP ( IN of ) ( NP ( JJ cognitive ) ( NN psychology ) ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBZ studies ) ( NP ( NP ( DT the ) ( NNS process ) ) ( VP ( VBN involved ) ( PP ( IN in ) ( S ( VP ( VBG solving ) ( NP ( NNS problem ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT the ) ( NNS process ) ) ',' ( VB Involved ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NP ( NN problem ) ) ( VP ( VBG solving ) ) ) ( VP ( VBZ be ) ( NP ( NP ( DT the ) ( NN area ) ) ( PP ( IN of ) ( NP ( JJ cognitive ) ( NN psychology ) ) ) ( SBAR ( WHNP ( WDT that ) ) ( S ( VP ( VBZ studies ) ( NP ( NP ( DT the ) ( NNS process ) ) ( VP ( VBN involved ) ( PP ( IN in ) ( S ( VP ( VBG solving ) ( NP ( NNS problem ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT the ) ( NNS process ) ) ',' ( VB Solving ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NP ( NN sense ) ) ( PP ( IN of ) ( NP ( NN movement ) ) ) ) ( VP ( VBZ be ) ( NP ( DT the ) ( NN ability ) ( S ( VP ( TO to ) ( VP ( VB feel ) ( NP ( NP ( NNS movement ) ) ( PP ( IN of ) ( NP ( NP ( DT the ) ( NNS limb ) ) ( CC and ) ( NP ( NN body ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( NNS movement ) ) ( PP ( IN of ) ( NP ( NP ( DT the ) ( NNS limb ) ) ( CC and ) ( NP ( NN body ) ) ) ) ) ',' ( VB Feel ) ',' ( PP ( IN by ) ( NP ( NN thing ) ) ) ',1
' ( ROOT ( S ( NP ( NP ( NN state ) ) ( PP ( IN of ) ( NP ( NN war ) ) ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( JJ legal ) ( NN state ) ) ( VP ( VP ( VBN created ) ( PP ( IN by ) ( NP ( NP ( DT a ) ( NN declaration ) ) ( PP ( IN of ) ( NP ( NN war ) ) ) ) ) ) ( CC and ) ( VP ( VBN ended ) ( PP ( IN by ) ( NP ( NP ( JJ official ) ( NN declaration ) ) ( SBAR ( WHPP ( IN during ) ( WHNP ( WDT which ) ) ) ( S ( NP ( NP ( DT the ) ( JJ international ) ( NNS rule ) ) ( PP ( IN of ) ( NP ( NN war ) ) ) ) ( VP ( VBP apply ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT a ) ( NN declaration ) ) ( PP ( IN of ) ( NP ( NN war ) ) ) ) ',' ( VB Created ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NP ( NN state ) ) ( PP ( IN of ) ( NP ( NN war ) ) ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( JJ legal ) ( NN state ) ) ( VP ( VP ( VBN created ) ( PP ( IN by ) ( NP ( NP ( DT a ) ( NN declaration ) ) ( PP ( IN of ) ( NP ( NN war ) ) ) ) ) ) ( CC and ) ( VP ( VBN ended ) ( PP ( IN by ) ( NP ( NP ( JJ official ) ( NN declaration ) ) ( SBAR ( WHPP ( IN during ) ( WHNP ( WDT which ) ) ) ( S ( NP ( NP ( DT the ) ( JJ international ) ( NNS rule ) ) ( PP ( IN of ) ( NP ( NN war ) ) ) ) ( VP ( VBP apply ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT a ) ( NN declaration ) ) ( PP ( IN of ) ( NP ( NN war ) ) ) ) ',' ( VB Ended ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NP ( NN stay ) ) ( PP ( IN of ) ( NP ( NN execution ) ) ) ) ( VP ( VBZ be ) ( NP ( NP ( DT an ) ( NN order ) ) ( SBAR ( WHADVP ( WRB whereby ) ) ( S ( NP ( DT a ) ( NN judgment ) ) ( VP ( VBZ be ) ( VP ( VBN precluded ) ( PP ( IN from ) ( S ( VP ( VBG be ) ( VP ( VBN executed ) ( PP ( IN for ) ( NP ( NP ( DT a ) ( JJ specific ) ( NN period ) ) ( PP ( IN of ) ( NP ( NN time ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT a ) ( JJ specific ) ( NN period ) ) ( PP ( IN of ) ( NP ( NN time ) ) ) ) ',' ( VB Executed ) ',' ( NP ( NN thing ) ) ',0
' ( ROOT ( S ( NP ( NP ( NN tree ) ) ( PP ( IN of ) ( NP ( DT the ) ( NNS god ) ) ) ) ( VP ( VBZ be ) ( ADJP ( JJ deciduous ) ) ( S ( ADVP ( RB rapidly ) ) ( VP ( VBG growing ) ( NP ( NP ( NN tree ) ) ( PP ( IN of ) ( NP ( NNP china ) ) ) ) ) ) ( PP ( IN with ) ( NP ( NN foliage ) ) ) ( PP ( IN like ) ( NP ( NP ( NN sumac ) ) ( CC and ) ( NP ( NN sweetish ) ( JJ fetid ) ( NNS flower ) ) ) ) ) ) ) ',' ( NP ( NP ( NN tree ) ) ( PP ( IN of ) ( NP ( NNP china ) ) ) ) ',' ( VB Growing ) ',' ( PP ( IN by ) ( NP ( NN thing ) ) ) ',0
' ( ROOT ( S ( NP ( NP ( NN warning ) ) ( PP ( IN of ) ( NP ( NN attack ) ) ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( VBG warning ) ) ( PP ( TO to ) ( NP ( JJ national ) ( NN policy ) ( NNS maker ) ) ) ) ( SBAR ( IN that ) ( S ( NP ( DT an ) ( NN enemy ) ) ( VP ( VBZ intends ) ( S ( VP ( TO to ) ( VP ( VB launch ) ( NP ( NP ( DT an ) ( NN attack ) ) ( PP ( IN in ) ( NP ( DT the ) ( JJ near ) ( NN future ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( DT an ) ( NN attack ) ) ( PP ( IN in ) ( NP ( DT the ) ( JJ near ) ( NN future ) ) ) ) ',' ( VB Launch ) ',' ( PP ( IN by ) ( NP ( NN thing ) ) ) ',1
' ( ROOT ( S ( NP ( NP ( NNS womens ) ) ( NP ( NN liberation ) ( NN movement ) ) ) ( VP ( VBZ be ) ( NP ( NP ( DT the ) ( NN movement ) ) ( VP ( VBN aimed ) ( PP ( IN at ) ( NP ( NP ( JJ equal ) ( NNS right ) ) ( PP ( IN for ) ( NP ( NNS woman ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT the ) ( NN movement ) ) ',' ( VB Aimed ) ',' ( NP ( NN thing ) ) ',1
' ( ROOT ( S ( NP ( NP ( PRP$ His ) ( NN return ) ( NN bout ) ) ( PP ( IN in ) ( NP ( DT the ) ( NNP UFC ) ) ) ) ( VP ( VBD occurred ) ( PP ( IN at ) ( NP ( NP ( NNP UFC ) ( CD 81 ) ) ( , , ) ( SBAR ( WHADVP ( WRB where ) ) ( S ( NP ( PRP he ) ) ( VP ( VBD submitted ) ( NP ( NNP Rob ) ( NNP Yundt ) ) ( PP ( IN at ) ( NP ( CD 1:08 ) ) ) ( PP ( IN in ) ( NP ( DT the ) ( JJ first ) ( NN round ) ) ) ) ) ) ) ) ) ( . . ) ) ) ',' ( NP ( PRP he ) ) ',' ( VBD submitted ) ',' ( NP ( NNP Rob ) ( NNP Yundt ) ) ',1
' ( ROOT ( S ( NP ( NP ( RB early ) ( NN coral ) ( NN root ) ) ( SBAR ( S ( VP ( VBZ be ) ( NP ( NP ( NN plant ) ) ( VP ( VBG having ) ( NP ( NP ( NNS clump ) ) ( PP ( IN of ) ( NP ( NP ( ADJP ( RB nearly ) ( JJ leafless ) ) ( JJ pale ) ) ( ADJP ( JJ yellowish ) ( TO to ) ( JJ greenish ) ) ) ) ) ) ) ) ) ) ) ( VP ( VBZ stems ) ( S ( VP ( VBG bearing ) ( ADVP ( RB similarly ) ) ( NP ( NP ( VBN colored ) ( NNS flower ) ) ( PP ( IN with ) ( NP ( JJ white ) ( JJR lower ) ( NNS lip ) ) ) ) ) ) ) ) ) ',' ( NP ( NP ( VBN colored ) ( NNS flower ) ) ( PP ( IN with ) ( NP ( JJ white ) ( JJR lower ) ( NNS lip ) ) ) ) ',' ( VB Bearing ) ',' ( PP ( IN by ) ( NP ( NN thing ) ) ) ',1
' ( ROOT ( S ( NP ( PRP He ) ) ( ADVP ( RB then ) ) ( VP ( VBD resumed ) ( NP ( NN test ) ( NN piloting ) ) ( , , ) ( PP ( IN for ) ( NP ( NNP SISA ) ( NNP airline ) ) ) ( , , ) ( PP ( IN for ) ( NP ( CD 15 ) ( NNS years ) ) ) ) ( . . ) ) ) ',' ( NP ( PRP He ) ) ',' ( VBD resumed ) ',' ( NP ( NN test ) ( NN piloting ) ) ',1
' ( ROOT ( S ( NP ( PRP He ) ) ( VP ( VBD graduated ) ( NP ( NN summa ) ( NN cum ) ( NN laude ) ) ( PP ( IN from ) ( NP ( NP ( NP ( DT the ) ( NNP university ) ) ( PP ( IN of ) ( NP ( NNP california ) ) ) ) ( , , ) ( NP ( NNP Los ) ( NNP Angeles ) ) ) ) ) ( . . ) ) ) ',' ( NP ( PRP He ) ) ',' ( VBD graduated ) ',' ( NP ( NN summa ) ( NN cum ) ( NN laude ) ) ',1
' ( ROOT ( S ( NP ( PRP He ) ) ( VP ( VBD held ) ( NP ( DT the ) ( NN seat ) ) ( PP ( IN until ) ( NP ( NP ( PRP$ his ) ( NN retirement ) ) ( PP ( IN in ) ( NP ( CD 1987 ) ) ) ) ) ) ( . . ) ) ) ',' ( NP ( PRP He ) ) ',' ( VBD held ) ',' ( NP ( DT the ) ( NN seat ) ) ',1
' ( ROOT ( S ( NP ( PRP I ) ) ( VP ( VBD asked ) ( NP ( DT the ) ( JJ Armenian ) ( JJ native ) ) ( SBAR ( IN if ) ( NP ( NP ( DT the ) ( NN neighborhood ) ( NNS kid ) ) ( CC or ) ( S ( NP ( NN anybody ) ( RB else ) ) ( ADVP ( RB ever ) ) ( VP ( VBN poked ) ( NP ( NN fun ) ) ( PP ( IN at ) ( NP ( NP ( DT the ) ( NN sign ) ) ( , , ) ( SBAR ( WHNP ( WDT which ) ) ( S ( VP ( VBZ be ) ( ADVP ( RB basically ) ) ( NP ( NP ( DT a ) ( NNP bart ) ( NNP simpson ) ( NN dream ) ) ( SBAR ( S ( VP ( VB come ) ( ADJP ( JJ true ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ( . . ) ) ) ',' ( NP ( PRP I ) ) ',' ( VBD asked ) ',' ( NP ( DT the ) ( JJ Armenian ) ( JJ native ) ) ',1
' ( ROOT ( S ( NP ( PRP I ) ) ( VP ( VBD readied ) ( NP ( PRP$ my ) ( NN gear ) ) ( PP ( IN for ) ( NP ( DT a ) ( ADJP ( RB truly ) ( JJ local ) ) ( NN fishing ) ( NN trip ) ) ) ) ( . . ) ) ) ',' ( NP ( PRP I ) ) ',' ( VBD readied ) ',' ( NP ( PRP$ my ) ( NN gear ) ) ',1
' ( ROOT ( S ( NP ( PRP IT ) ) ( VP ( VBD be ) ( NP ( NN graduation ) ( NN night ) ) ( PP ( IN at ) ( NP ( NP ( DT the ) ( NNP Ophelia ) ( NNP DeVore ) ( NNP school ) ) ( PP ( IN of ) ( NP ( NNP charm ) ) ) ) ) ) ( . . ) ) ) ',' ( NP ( PRP IT ) ) ',' ( VBD be ) ',' ( NP ( NN graduation ) ( NN night ) ) ',1
' ( ROOT ( S ( NP ( PRP It ) ) ( VP ( VBD be ) ( NP ( NP ( # # ) ( CD 109 ) ) ( PP ( IN on ) ( NP ( DT the ) ( NNP billboard ) ( CD 200 ) ( NN chart ) ) ) ) ) ( . . ) ) ) ',' ( NP ( PRP It ) ) ',' ( VBD be ) ',' ( NP ( NP ( # # ) ( CD 109 ) ) ( PP ( IN on ) ( NP ( DT the ) ( NNP billboard ) ( CD 200 ) ( NN chart ) ) ) ) ',1
' ( ROOT ( S ( NP ( PRP It ) ) ( VP ( VBD be ) ( NP ( NP ( DT The ) ( NN wife ) ) ( PP ( IN of ) ( NP ( NNP governor ) ( NNP Dufresne ) ) ) ) ) ( . . ) ) ) ',' ( NP ( PRP It ) ) ',' ( VBD be ) ',' ( NP ( NP ( DT The ) ( NN wife ) ) ( PP ( IN of ) ( NP ( NNP governor ) ( NNP Dufresne ) ) ) ) ',1
' ( ROOT ( S ( NP ( PRP It ) ) ( VP ( VBD said ) ( SBAR ( S ( NP ( PRP it ) ) ( VP ( VBD wanted ) ( NP ( DT the ) ( NN court ) ) ( S ( VP ( TO to ) ( VP ( VB establish ) ( SBAR ( IN whether ) ( S ( NP ( DT the ) ( NN government ) ) ( VP ( VBD had ) ( VP ( VBN failed ) ( S ( VP ( TO to ) ( `` `` ) ( VP ( VB apply ) ( NP ( NP ( DT the ) ( JJ same ) ( NNS rule ) ) ( ) ( PP ( TO to ) ( NP ( PDT all ) ( DT the ) ( NNS bidder ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ( . . ) ) ) ',' ( NP ( PRP it ) ) ',' ( VBD wanted ) ',' ( NP ( DT the ) ( NN court ) ) ',1
' ( ROOT ( S ( NP ( PRP It ) ) ( VP ( VBD went ) ( PP ( IN from ) ( NP ( NN testing ) ( CD 219 ) ) ) ( PP ( IN in ) ( NP ( CD 1997 ) ) ) ( PP ( TO to ) ( NP ( NP ( CD 20 ) ) ( , , ) ( NP ( CD 526 ) ) ) ) ( NP ( JJ last ) ( NN year ) ) ) ( . . ) ) ) ',' ( NP ( PRP It ) ) ',' ( VBD went ) ',' ( NP ( JJ last ) ( NN year ) ) ',1
' ( ROOT ( S ( NP ( VBG zoning ) ( NN commission ) ) ( VP ( VBZ be ) ( NP ( NP ( DT a ) ( NN commission ) ) ( VP ( VBN delegated ) ( S ( VP ( TO to ) ( VP ( VB supervise ) ( NP ( NP ( DT the ) ( NN zoning ) ) ( PP ( IN of ) ( NP ( NP ( NNS area ) ) ( PP ( IN for ) ( NP ( UCP ( JJ residential ) ( CC or ) ( JJ commercial ) ) ( NN use ) ) ) ) ) ) ) ) ) ) ) ) ) ) ',' ( NP ( DT a ) ( NN commission ) ) ',' ( VB Delegatedtosupervise ) ',' ( NP ( NN thing ) ) ',1
